id,image data,nlp data,num_data,revenue
1427,12976712,17984278,25346324,119772232
1428,27783714,17821926,70702290,78309131
1429,6156512,10780629,25192710,102000000
1430,2651321.8,4818093.5,12331775,23727301
1431,14016426,10880189,50988708,9760104
1432,12908242,10074407,115893520,205298907
1433,6088559,6873827,2692826.5,14743391
1434,205809.58,420818.03,155326.25,23859
1435,9018475,9068863,22813122,15520023
1436,15540947,13736592,316341.5,1100000
1437,1574593.6,668195.25,2205835,62985
1438,5742576.5,15037153,14507156,2459895
1439,21372974,13029687,84909330,90426405
1440,11354374,9942225,6872231.5,14481606
1441,14679880,21028790,1818731,3775000
1442,6208874,6020385.5,8880829,443684
1443,9441279,12509001,9709032,10755447
1444,16057280,10406346,4837000.5,34710627
1445,2609489.8,10521380,18167582,25312387
1446,9158010,13136157,1625252.5,8674093
1447,8958942,6617548.5,1505341.5,3000000
1448,9125253,11123627,2819710,5129058
1449,13101992,17766052,4567868.5,30524763
1450,12760192,18205312,101531340,87784194
1451,11554614,12727500,8095682,413454
1452,10156215,9276369,193257120,65884703
1453,252371.4,1738755.6,377859.22,80551
1454,7168840,7850219.5,44913230,31670620
1455,10241490,8526407,7474692.5,3752426
1456,2445755.2,8294352.5,4340703.5,6792000
1457,4955131.5,469441.6,264619,7205
1458,2854884.8,6899233.5,1384525.1,3031801
1459,11436000,11931122,1943578.2,4159678
1460,11793757,16301552,286307140,102000000
1461,6207332,5975135.5,2482821,442965
1462,1357051.1,4216458,28309592,6491240
1463,10889744,1942317,7395705.5,7022209
1464,3313951.8,2746169.5,4953422,55635037
1465,15720897,10542596,14134218,32000000
1466,13061568,20421360,91654340,224803475
1467,20086194,19822298,87589180,57120318
1468,16127471,15186940,3086261.5,5000000
1469,14107422,2935280.8,6737180,1317657
1470,19033380,9697084,2808499.5,1730000
1471,16429484,13843178,19443978,102308889
1472,26260580,13647064,42768788,153698625
1473,10568869,16660527,66446996,255273813
1474,16655205,7488236.5,2388312.5,62548947
1475,6661765,13731026,5543755.5,37170057
1476,681111.56,7761989.5,22479668,11293663
1477,28220742,25625434,242220600,226497209
1478,18859402,15273862,11227930,4634062
1479,527580.94,1366469,176226.1,125
1480,5499796,3377291.8,30198482,5000000
1481,5776700,17736738,59871468,43493123
1482,18640770,20061150,40555800,62022014
1483,16866808,4865692,24540548,79799880
1484,20134324,13251113,18495852,76586316
1485,3043170,1168674.6,6462326.5,2807390
1486,7268596.5,17824660,27336648,10736401
1487,2587654,9006844,2577543.8,6321392
1488,1784793.1,4693661.5,3746022.5,10198357
1489,18030618,9491719,742380.8,401421
1490,9106171,5576494.5,11194505,5000000
1491,15557156,8527404,3835977.2,22159216
1492,3218683,6459090.5,90421064,147780440
1493,5199625.5,15098667,7804133,13818181
1494,5699770,7187445,5939547.5,11947954
1495,3162350.2,16762850,19799078,2154540
1496,19093308,25538444,129783310,202466756
1497,14260041,12964981,10822602,38610009
1498,18313036,17434852,90992760,240159255
1499,18360912,10529109,999852.25,33245
1500,23271918,19300244,162548110,408247917
1501,19791688,11030947,32706228,26828365
1502,5510558,19662678,12339495,81272766
1503,3440624.8,4676406,886993,989000
1504,7732668,1184876.5,1558030.9,286201
1505,16783518,19315406,30309626,16374328
1506,12807922,2270048.5,1139030.4,320092
1507,23134726,9398466,1914762.5,16017403
1508,8117501.5,10161787,12226846,13130349
1509,4601992,4246173.5,7641971.5,3214116
1510,11687786,20130810,118307416,118063304
1511,19360924,9308419,335480700,373554033
1512,13251780,18679834,32522578,61548707
1513,1103043.5,11705739,5610117,1631839
1514,21594096,9236007,37033990,52882018
1515,11591013,16339536,195516770,84785914
1516,2443405.2,14361957,93173920,163670000
1517,941694.44,12081036,7470788,14000000
1518,507097.12,532525.75,248320.28,269823
1519,4834300.5,9921012,14316736,82703
1520,3954310.8,9721043,10742837,21134374
1521,16085015,20692398,230174610,243843127
1522,1761292.6,400799.62,2385873.2,243000
1523,17577378,12213756,4946579.5,1831348
1524,21296808,19370852,181050780,243637091
1525,13173461,11755801,8079907.5,2437000
1526,8571326,26239964,49477456,63781810
1527,7506081.5,8199313,6212782.5,2260622
1528,10052496,2348900.2,1277665.8,21026290
1529,1082334.8,1690410,434779.47,1079726
1530,11409510,13620412,4322006,47410000
1531,17984818,15279320,35250030,189712432
1532,9426059,1376903.4,30658836,59389433
1533,8741766,3430917,14094231,5979011
1534,5204079.5,9017848,378564.56,140987
1535,881423.75,1590066,1984561.6,819939
1536,11775564,4387022.5,6083424,16002420
1537,9985033,19471452,732029.9,7000000
1538,16634986,14170022,5545929.5,209696
1539,9478739,7022486,3364889,1759252
1540,6670359.5,16544653,7854304.5,4719695
1541,5433245,227195.8,109437.06,3
1542,735814.8,2407953.2,6529271.5,29456000
1543,16272423,10235920,4013052.2,36489888
1544,2986933.8,8206794,4162142.8,1055287
1545,11009506,10157364,25312878,51416464
1546,12373834,5222297.5,1243063.2,519535
1547,13116214,22461664,147405900,182290266
1548,790306.56,1400024.8,551927.8,500000
1549,1507049.1,9297572,381943.1,230069
1550,22389072,25517108,330600480,609123048
1551,6616524,5084360,324269.53,1553826
1552,15152223,15531900,28291972,135130999
1553,4092316,1519982.4,2621035.8,22321
1554,18133850,18996802,6471967,10676194
1555,11816139,6232666.5,27071156,19179969
1556,772241.5,4293173.5,9492674,560069
1557,19201674,24491602,136686350,142400065
1558,8684383,13495509,27057880,5496951
1559,5309186,10929812,11879053,9479718
1560,25750254,15525445,2378330,760883
1561,15042854,13882551,5180311,19595031
1562,6236384,5990701,2280594,19978961
1563,2017962.6,7500404,57241680,30471
1564,10602379,11962923,43153060,35485608
1565,4540453,15682541,156756480,133346506
1566,1695230.9,323376.56,150984.55,11000
1567,4032353.5,4958139.5,9503699,22179430
1568,15631425,15953603,57312350,11263966
1569,18946578,16742367,15458769,239606210
1570,15750115,13792997,50219064,93600000
1571,15983971,11102062,43435260,84601681
1572,2608921,10581466,10810154,76000000
1573,19047612,4089359.5,1042637.75,973525
1574,1313209.4,4156219,821665.94,6700
1575,19519940,7656186,1401552.2,11582891
1576,5215197,8094582.5,90886980,119723856
1577,16534321,16387108,5186714.5,16000000
1578,13941110,20550674,186848350,96188903
1579,21852146,13185972,89029570,121059225
1580,1615901.9,13655508,5296717,10750000
1581,265719.97,7634730,6828229.5,25800
1582,18659138,18333340,5913103,12000000
1583,10881520,13002097,8235336.5,28607524
1584,8935967,4900977,4764996,20455276
1585,19443834,13764592,9981068,12382362
1586,10610222,23350440,215170060,232324128
1587,22544842,11109965,16522609,15556340
1588,13850617,11396363,41733180,23083334
1589,7017902,5965076.5,2467231.8,3384747
1590,4403705,7385128.5,3893747.8,1031243
1591,11135563,11022822,44731836,53208180
1592,6559301.5,6504898.5,8652958,11000000
1593,17175382,12081934,65117670,92374674
1594,8569545,13168417,9825292,40855419
1595,16453192,4965829.5,1875231.5,102617
1596,10918816,6188843,21627964,26488734
1597,9785630,19957668,49786850,66468332
1598,18872720,32637254,336533340,373062864
1599,4561838,1946767.5,159373.94,696681
1600,5691350.5,9167774,47157120,6808550
1601,20880146,22209636,130824990,215529201
1602,1957892.9,11562276,1193001.1,3206713
1603,13397749,21879862,34765204,17280326
1604,11915592,8724363,2311738.5,7175592
1605,3122635.2,7023941.5,1379406.6,5809330
1606,13766549,5145346.5,2903750.8,161789
1607,3031665.8,6984447.5,22883970,240978
1608,20473122,23995884,142782220,159773545
1609,6552386.5,1146000.1,3900581,1929168
1610,4382178.5,10417340,3824319,9902115
1611,10110449,17973488,114453416,103891409
1612,8282354.5,19965952,16223686,154864401
1613,6018701.5,9589600,71823170,38955598
1614,10899262,16142391,41420988,40846082
1615,12272046,17756286,150956770,210819611
1616,1865103.4,15277664,4574010,11500000
1617,7428346.5,13687958,1754910.1,3537961
1618,796681.75,1393591.9,219977.55,229000
1619,6069844.5,15846236,56890144,80049764
1620,7774087,18258632,86343180,127600435
1621,1495130.8,13494347,2628665.5,1606624
1622,895202.06,2060870.9,397357.62,43719
1623,14994265,2395991.8,1775058.1,460226
1624,8588913,23058746,205484320,252712101
1625,3739372.8,21782390,107388040,73762516
1626,14310799,1208517.9,1809106.1,540152
1627,10596524,13998354,1746521.4,28400000
1628,8908922,18454720,16451328,41158757
1629,8143984.5,2142236.2,342730.44,170832
1630,24664624,23717860,528173220,604942143
1631,14153440,7424969.5,81217790,34533783
1632,10504483,11724623,8755986,19010585
1633,9748850,21559434,15244074,133949270
1634,9710520,13300640,45124320,200182160
1635,16292358,3079315.8,4281595,13273595
1636,9220580,3405543,1296483.1,1697294
1637,7785948.5,7612233,22127022,4152230
1638,17019380,15368630,10386997,30231200
1639,13662250,14890190,22957144,78247647
1640,10601349,10596191,6798232,25000000
1641,8156544,9725120,3653586.2,1261000
1642,7995663,21853814,232056340,333011068
1643,12954985,13940423,226111840,311256926
1644,15809339,13147454,1083978.6,34522221
1645,10213784,3248517,1938592.1,3692836
1646,12102280,16896522,46554110,35739755
1647,13348156,9552656,149223870,78054825
1648,9241132,1878958.4,76334.055,10300
1649,10193782,10894416,5189194,2697930
1650,8414090,6903080.5,16440463,63463
1651,15581638,10293519,9592248,21890845
1652,1636915.5,3249300,1413430.2,4710749
1653,12884360,9869280,18068290,11341016
1654,7865903.5,5126719,1153281.9,1261947
1655,11988334,14126155,21907234,12000000
1656,14868514,13579564,20536180,62000000
1657,9625595,8207187,11315019,49002684
1658,12402543,4510654,363143.72,83398
1659,15882892,6462209.5,5388572.5,8178569
1660,8060719,15368599,74051770,13275000
1661,25593204,13538652,4323008.5,35856053
1662,2755195.2,5785733.5,1110491,36000000
1663,14944886,25927508,27086502,15502112
1664,14656334,15321057,81314840,90383208
1665,12901604,14731860,104646980,235860116
1666,10788289,7497840,94257850,5887457
1667,10500852,6707018,11399443,596349
1668,766224.5,4555844.5,1086634.8,7830611
1669,4035326,8174323.5,2491500,58510
1670,11284766,8405661,24468260,24145613
1671,19576044,17620898,15456324,24769466
1672,20012378,15065979,6449354.5,66821036
1673,32044134,25022832,1094999000,1004558444
1674,12182824,10574941,45507652,77516304
1675,13383601,12589591,7870327.5,7237794
1676,18288470,9632219,623463.56,2070806
1677,13891340,9686292,8039596,24902723
1678,8601022,8520111,3784725,770706
1679,14155594,7382794.5,56195840,248000000
1680,2640047.5,8194583,2485990.8,900000
1681,7397100,17704642,5661498,81452156
1682,2425972.2,14265385,6967776.5,13276953
1683,1565426.4,11463218,1109403.4,1878561
1684,10059689,1127365.8,2247635.8,4864560
1685,11352515,18813040,106621096,159330280
1686,10365444,12128869,2732864.2,9012000
1687,268676.7,2208555.2,561747.7,1718328
1688,12616312,10475180,118644290,91636986
1689,4005909.8,5833500,131672.5,457163
1690,15153925,9022379,78004.52,5240
1691,3212648,8775780,121585140,60611975
1692,15377970,10917638,4860775,2297493
1693,22740890,21405712,12021880,42000000
1694,12186433,5838308.5,784750.9,1013926
1695,12096724,15930963,619333300,224511319
1696,13225331,11020653,5246082.5,5000000
1697,8793767,16537489,2076031,21621000
1698,12005082,17395880,104219144,120081841
1699,27856674,12092459,61588236,117760134
1700,413594.38,10797204,4530772.5,7286388
1701,2128241,2206577.8,59733.344,7424
1702,10531722,4806977.5,755731.7,64227
1703,11992436,11304432,1299919.9,3867000
1704,14201442,15071671,63643030,89162162
1705,2884337.8,5978603,1572665.4,7218340
1706,11582657,8589303,7591395.5,5800000
1707,19015580,5217555,10549535,17432163
1708,6308590,12714974,173219920,48668907
1709,20368902,12719374,75312750,56070433
1710,15448019,8988365,12755265,42724017
1711,14424826,1580898.1,1472043.9,9318
1712,18326892,12582080,49141260,8342132
1713,15779938,15546370,26736830,101191884
1714,4622705.5,3705976.2,317602.53,2091037
1715,10576504,17429322,545170600,369907963
1716,7952569.5,10550421,2449254.2,5101756
1717,24616322,20533706,221673800,242688965
1718,3241219.5,7158461,2344386,1248748
1719,15039277,7039946,6594350.5,2804874
1720,16504090,16374671,8678438,85313124
1721,17148608,13761313,98617350,54744738
1722,18306134,15525910,81789160,51070807
1723,27861526,22454744,222500000,167977596
1724,10196941,13042972,6009490.5,27634716
1725,8358523,14565202,77802660,124914842
1726,17490460,18023264,7424354.5,39673161
1727,5847261,7332220.5,12949257,10848783
1728,11772107,5115839,4106569,3665069
1729,14092987,6625860.5,10849115,13000000
1730,17510292,2997180.5,1390121.2,1440000
1731,17570960,6056463,6637299.5,4900000
1732,11395416,7227843,4184289.8,47000000
1733,11495134,13636289,23029164,34100000
1734,9483954,18444698,195164540,244527583
1735,11025332,14291499,323927170,920100000
1736,12683434,9120164,1400706.1,23507567
1737,18775452,6861653,987043.94,120620
1738,10313444,8443592,5252821,46434570
1739,7882783.5,9983069,60116196,122417389
1740,3846838.8,15847950,2205902.5,26079312
1741,10425726,9029138,2222351.5,163169
1742,21009256,9735302,53681416,25480490
1743,23292716,23814262,72078520,20915465
1744,17412428,21089846,112649336,83719388
1745,13530636,19584616,207509280,78371200
1746,5968086,601970.44,732399.2,4000000
1747,8865942,12799125,8865038,18663238
1748,15011932,6393632.5,3360133.8,666045
1749,2919371,103181.04,410715.94,26144
1750,2554057.5,5914920,2397211.5,6933459
1751,19613838,4754359.5,5769387.5,14054361
1752,8101773.5,14068660,82192910,16671505
1753,856573.9,711011.75,423386.53,20666
1754,7320644.5,3095262.8,94537.37,1
1755,20509800,8378927,625947.9,9216
1756,9505451,11847229,251500.06,88658655
1757,5269095,1257403,318263.34,639000
1758,319214.2,3301609.5,4100737.2,718490
1759,15653137,23401718,290883970,276572938
1760,1979216.1,11637604,1861747.1,596000
1761,20834204,15453512,445267650,1506249360
1762,6571003.5,9869932,18323018,119500000
1763,9620974,6522692.5,6262884.5,2500000
1764,12167635,16963386,14833307,27200000
1765,4363579.5,5859879,1523544.1,14631377
1766,742986.44,3512058.8,630825.8,1486992
1767,4202381.5,7906547,953267.06,8533973
1768,9534365,11615283,10422530,76514050
1769,8604620,17963052,9123741,7900000
1770,3331100.8,12255557,5722161.5,7025496
1771,4802394,8065807,1301107.5,16700000
1772,16921540,15206718,190614380,262797249
1773,24271330,11259965,7096522,1133031
1774,17391792,16006073,61336770,74558115
1775,10036668,10396226,18443534,9114264
1776,15034247,772118.5,105065.15,570000
1777,4061234,485974.97,152937.27,13308
1778,4958597,10730007,36055590,17508518
1779,6049636.5,7190153.5,154292240,70906973
1780,14020172,7068989.5,10433605,110000000
1781,12407265,4715923.5,2781605.8,5602431
1782,18132970,788834.75,4847242,1305195
1783,29485764,23942438,340694340,616801808
1784,2341617.2,1849789.4,40368760,10032765
1785,285273.03,2670094,199304.81,268431
1786,957332.7,2652707.2,597458.5,94633
1787,6097167,2102923.5,1342393.4,382267
1788,15524371,17816366,202372930,104931801
1789,9644454,6833176,25407396,11403529
1790,12870149,14248306,2807271.8,19905359
1791,8413928,1845872.8,1141763.1,15298355
1792,9695966,1753902.9,6350726.5,8349430
1793,293236.66,11518844,766916.44,25461
1794,7021373.5,13465585,5100497.5,10654385
1795,13138030,1210453.6,8337931.5,2000000
1796,16601210,18234828,169956690,95000000
1797,6956654,9224668,9695299,208588
1798,12246251,10159894,7949532.5,34725000
1799,25254102,10554137,15559747,66995253
1800,564743.1,615987.06,39519.445,135
1801,10815598,6819103.5,2558426.8,9247881
1802,5512090,12013364,38973450,42886719
1803,1343680.2,377282.2,736706.06,15425
1804,7565737.5,12064784,11828990,4307000
1805,5240370.5,16309695,12186175,33461269
1806,7428816,9474244,4558379.5,46495
1807,7157615,5862786,10056702,10785801
1808,4899731.5,225576.28,724285.8,217201
1809,13678474,10748285,200765120,163794509
1810,8358553.5,5715993,1005508,2293798
1811,15823976,23090060,417456350,435000000
1812,26201916,27273668,7231807.5,14393902
1813,25445356,7925582.5,7256286.5,47301471
1814,2206102.5,343459.78,284364.5,4635143
1815,14491207,9349333,79701470,207515725
1816,5490582,1500452.6,749268.3,288312
1817,4807936,83764.91,57771.58,33700
1818,16736962,16884422,349111360,649398328
1819,501253.44,851196.06,282354.38,314195
1820,553878.56,263400.7,1128522.5,220151
1821,5140610.5,127674.6,46614.62,62153
1822,6295131.5,11177390,3102040,2826523
1823,12036240,9285400,1603529.2,173066
1824,9819644,9486567,4685683,4750000
1825,10812634,8434886,5642990,5765562
1826,4251242,10226540,3285714.2,24078196
1827,2209817,3163297.8,3509156.5,33053559
1828,10852233,18433042,53742416,56714147
1829,2264743.5,3737937,11630428,19776159
1830,7704438.5,12848630,111252136,309457509
1831,11190347,4975291,5850918.5,9816332
1832,2285140.5,963910.25,6081815,36144000
1833,10907948,11391201,2210147.2,1200627
1834,2973673,8239792,1385117.2,102780
1835,12387029,11591277,2101134.5,7282851
1836,8907160,11063570,70608380,73174566
1837,24893080,11522782,36524604,35294470
1838,11510917,17145098,415735680,586090727
1839,741608.25,208861.92,179764.62,138913
1840,33189340,14906091,203091660,117831631
1841,11532987,13089927,13594532,6405245
1842,11456829,14232204,9893510,27900000
1843,8339125.5,6934332,1113258.5,5405313
1844,7883024,2239396.8,1441666.1,1046166
1845,2826325.8,15691279,5280833,14697005
1846,14713986,5262256.5,1262664.9,530048
1847,1276727.5,847212.9,886924.8,209935
1848,9280893,12788955,37303360,72070731
1849,720961.75,3827827.2,3996307.5,18000000
1850,20005368,15577132,10548022,6538177
1851,8144443,13446277,24014340,38574362
1852,11458440,6076723.5,4188275.2,3090862
1853,8032326,3833992.2,9348842,50504655
1854,11563863,4882554,18279888,18803648
1855,16780682,11010197,57766544,24377151
1856,30392640,30907080,361621920,400062763
1857,13244576,3893203.2,248834.17,1805884
1858,9907200,10410575,2524275.8,7096000
1859,13337874,5448507.5,1912018.2,32726956
1860,13692959,9122075,1502424.2,566736
1861,24937768,20942174,489113730,714766572
1862,5805897.5,24124268,131301384,66002004
1863,15749029,9421807,7429226,3338228
1864,10223254,18785748,41111776,181466833
1865,8061661,14653196,47186024,85241496
1866,16932948,17741908,302879500,407778013
1867,17506268,13556010,2192648.2,17037887
1868,18823924,25724928,363847000,630161890
1869,10963473,13319981,14119489,100489151
1870,7046452,12483225,1042125.56,10400000
1871,7880964,15763742,134580980,215394738
1872,8915302,6971355.5,14370470,10006806
1873,23898134,15182837,20557836,72287783
1874,549059.8,3533825,25080.361,1
1875,20852002,22826736,137657490,68514844
1876,2995250.2,5599692.5,1557744.8,742898
1877,13643179,16006353,27314294,41296320
1878,12937677,1286316.6,587496.9,53086
1879,3191680.5,16409362,165211260,251171807
1880,19113712,25096428,433282140,459359555
1881,17809248,10954306,1639554.2,20240128
1882,8830971,18908388,6064732,20642922
1883,21066792,16075615,16077630,17137302
1884,5134759.5,3308058.8,1515408.2,23
1885,6271513,2306782.8,1315244.4,1535558
1886,16734132,2862685.5,108648460,133432856
1887,3550068.8,11531376,3097601,573335
1888,11710999,10796651,4010298,11000000
1889,2774296.8,11393790,5486975,13204291
1890,8519706,3584557.5,325596.94,320395
1891,3720283,6736999.5,2012716.8,125400
1892,12143152,18015450,15512784,40105542
1893,14252867,4544996.5,4438969.5,6000000
1894,8007901.5,12886760,4690745,849915
1895,11367116,11938567,1438625.4,3000000
1896,15144610,11901211,57675564,69823199
1897,8609595,8525903,22818732,54600000
1898,8519518,18649620,1902462.4,6488144
1899,5892494,3231410.2,184359.03,355962
1900,20595944,23974996,180932940,266000000
1901,476148.94,1603866.1,699032.75,251058
1902,19194268,25108250,186170110,230685453
1903,1435591.9,7702377.5,232458.5,4800080
1904,11883587,16803004,14798061,49998613
1905,13776792,10449026,1340057,15429177
1906,5952216.5,773426.06,1614924.1,200406
1907,15442648,19614380,106303820,112462508
1908,11129229,19443494,68782900,152427960
1909,1539221.2,6925019,3790581.8,1179002
1910,25776068,20618256,313246820,372234864
1911,676262.1,437471.16,50015.01,67821
1912,19274020,7375928.5,6170986.5,25147786
1913,8962851,2977951,2602501.8,1548955
1914,9447193,12368689,45943776,12923936
1915,793885.4,5489835,1556923,3462
1916,8457662,9807525,90199980,39673162
1917,1693046.8,4638087,1944933.1,1
1918,22072958,7955055,2224515.5,15240456
1919,16582470,6203988.5,657695.1,2043704
1920,27470308,11576642,6712831.5,32248241
1921,3587663.8,9583545,10088488,86362372
1922,11214225,18205984,25870516,71000000
1923,1729388.2,2427942,186229.81,6000000
1924,6871524,8214635,130468630,415252786
1925,397155.53,7882976,569553.4,311245
1926,14846293,23431094,63178324,195312802
1927,16084409,14435343,26927562,62000000
1928,12326533,16157204,64940584,117719158
1929,8408528,4666804.5,25339332,1749201
1930,8097219.5,11425638,144116850,162091208
1931,3992607.5,10352058,3088273.8,50892160
1932,3267977,18238644,8078628.5,51854875
1933,25701154,22644914,347985440,173000000
1934,15157417,12786022,132581460,59468275
1935,5838462.5,22356224,78179360,123494610
1936,17495248,10571284,15625794,14051384
1937,16193118,3907959,12874909,25196249
1938,19295742,5344027.5,13496845,20211394
1939,21912800,17797892,8080854.5,22812411
1940,17884162,21159290,16076195,24048000
1941,15135376,8064760,3727029.8,1100000
1942,2969525.2,953555.25,608407.44,10018
1943,6373607,12108570,68423500,26155781
1944,2708737,20528802,2447033,20471382
1945,3582464.2,1043281.9,1561159.6,712294
1946,9565300,6977544,8405326,4069826
1947,9272872,1453509.6,2181972.5,20719451
1948,17934162,5027785.5,431204.78,204
1949,10806933,3200495.8,671548,6700000
1950,26333612,23062240,51408020,85416905
1951,9752752,1353630.6,1671627.5,2628241
1952,7479929,4413874.5,354353.53,14836
1953,7976400,5422156,4860622.5,31899000
1954,6408725,9302935,4722589.5,50021959
1955,15804949,15666658,105866150,243240178
1956,1218521.6,12309040,1765042.1,1200000
1957,12155140,15466186,87567840,119946358
1958,3579476.5,3641070.8,633352.75,389503
1959,1593265.9,3544896.8,1200032.4,500000
1960,6333405,7253266.5,39179804,88545092
1961,5033990,484522.56,173032.67,35456
1962,13205336,18096876,4119063.8,42647449
1963,12745177,11828495,46978064,103173635
1964,1680317.8,65578.625,69982.12,7406
1965,10021699,8314628,9934548,7936012
1966,11436871,6813077.5,3857940.5,11650
1967,3489134,3654037,66131416,25928721
1968,10347962,20713250,145017700,208076205
1969,5595126.5,1910634.2,2473609.8,343341
1970,14671410,14210854,3920322.2,7500000
1971,15733533,7720570.5,2137718.8,10364904
1972,6574015,26829656,283368930,415440673
1973,8838093,10823192,3921647.5,2120439
1974,1630440.2,14376481,3204883.8,20000000
1975,15667729,872949.25,853455.44,393816
1976,18250784,25562232,107971710,52099090
1977,1012301.7,4789375,989877.1,9069
1978,6373082.5,21148132,53153880,30199105
1979,23710318,14033864,40487744,21888598
1980,6886129.5,3638808,7269158,4417580
1981,16911774,13934262,1649550.9,23042200
1982,10832470,25946588,102246200,190458706
1983,3879338.8,3605807.5,1242328,4176932
1984,18592184,21745844,181359180,225990978
1985,1585898.4,2705398.5,624578.94,105097
1986,16261397,16060514,95531176,357852395
1987,9418923,11309330,9379861,13200241
1988,5032319.5,20086746,12322528,21486757
1989,4040677,6528753.5,6604009,5900000
1990,4060261.8,12445452,7944051.5,17768757
1991,15168824,23318444,22514280,6482195
1992,11151311,8765653,2363803.2,6000000
1993,9212968,24480390,4971931.5,4571025
1994,2748043,12894833,81741590,47267001
1995,16383400,20461390,149873900,235666219
1996,15645020,22809036,63384344,69411370
1997,6161964.5,16193603,8441838,44332015
1998,11270370,19611992,126257030,119940815
1999,10076794,15979461,61827132,27200316
2000,3006930,6965734.5,1920283.2,16928137
2001,6898452,9636376,9936168,1250712
2002,11442726,10788926,29695734,59217789
2003,16668209,17972482,39887724,19165560
2004,10180450,22521112,84982130,15071514
2005,10415324,11906338,1635902.8,18591272
2006,16036828,18928830,27299078,11348324
2007,1836812.2,5349921,7674529.5,2610000
2008,758968.4,372534.1,1047353.7,121129
2009,3033071,10368704,1309483.9,340312
2010,3210494.8,9476142,492014.75,8153677
2011,21554638,15010877,42824664,70200000
2012,16715544,13658121,126898950,141220678
2013,2814646,1522463.8,519179.72,100544
2014,21199494,15209745,380772700,392000694
2015,12371784,15521852,53394228,136000000
2016,10289796,14123457,647737300,28341469
2017,4523699,4928047,6409309.5,8138788
2018,22945160,23279882,656459200,773328629
2019,7363939.5,16022941,25416836,69307224
2020,6936312.5,7511779.5,3093373,5741608
2021,10512299,1494157.5,8244376.5,260354
2022,13475501,7908347,74949710,46221189
2023,9210872,385282.06,7260995,7897645
2024,12154771,11661251,88418690,34560577
2025,5529903,2844484.5,1337043.4,25513752
2026,9742648,15536765,10176724,10499694
2027,452063.3,4844637.5,575669.3,2640850
2028,11841077,11455739,79923544,23000000
2029,11262425,12785181,16243924,35763605
2030,10311214,14756051,18427692,112892319
2031,1262516.6,10271286,5992647.5,4000000
2032,1973158.6,7412971.5,1500743.1,25
2033,6766213,4234649,22820994,15309302
2034,7517194.5,17315402,28481660,152036382
2035,21504018,18009506,406518600,550000000
2036,9921234,19040184,139463760,355237933
2037,6766557,6591463.5,1159044.1,130000
2038,14968841,14554131,55453024,43848069
2039,7736657,17203220,7629242.5,10113733
2040,11498870,1616220.4,6689105.5,9234510
2041,6483975,5576707.5,5229441.5,262921
2042,13553345,17980034,92762120,300228084
2043,11716777,9053035,6692118.5,29010817
2044,19899608,23688558,257303250,371940071
2045,6375016.5,13196238,132060020,114660784
2046,615111.9,8917606,2185411,5363000
2047,16038995,16054726,3126517.8,10130000
2048,11058147,14539946,4065226.5,6455530
2049,14793925,23074004,92994430,139804348
2050,9961994,9423140,12730021,22490039
2051,9392260,7616100.5,1223728.8,1494399
2052,14534950,11754052,27514396,385284817
2053,12521632,3530065,635332.3,258464
2054,7352249.5,1677077.8,3128797.2,4000000
2055,33380158,8849789,76471360,57096190
2056,13464704,14279664,140708420,285176741
2057,8741980,4876800,2567568,239894
2058,24529214,21090554,186411120,347434178
2059,7444230.5,11219222,11247840,8555008
2060,5728829,15365983,29279496,32483410
2061,16565936,11476333,89903336,161834276
2062,20796660,19619786,247522100,288500217
2063,16601791,12499478,2012069.8,6861102
2064,14321743,13164870,8473306,129115
2065,3101115,17061972,148920530,12342632
2066,8609803,6596944.5,30311980,20908467
2067,14767306,22764562,116858640,46471023
2068,13483333,13704563,14314184,4100000
2069,20693134,12618530,269831.44,143000
2070,16075935,5813314.5,14915660,10878107
2071,20579732,17372082,12786305,15704614
2072,7805881.5,4476104,2783158.5,1822250
2073,16108219,16613265,62497988,49111202
2074,1633312,1163467.2,1080023.8,404785
2075,5097880,6581827,2245740.2,74918
2076,598056.5,1301824.2,31719.943,4542
2077,5006588,16556835,1446359.1,1501785
2078,19096004,12832051,22368342,17185632
2079,1119855.2,243808.95,1808013.2,263000
2080,9232224,19926572,88080140,98185582
2081,3622259.8,16232529,17435180,49797148
2082,1133660.6,1812009.8,3081411,2506446
2083,3140641,6592977,488137.16,3848034
2084,18169332,15649439,7586526.5,5844868
2085,5386819.5,7255465.5,1771257.6,11000000
2086,16918280,4705650,11845716,12036149
2087,18975046,13550062,12304573,44030246
2088,4627597.5,9187561,3116646.2,2841000
2089,17700510,21745124,55101976,79958599
2090,3029291.5,822550.75,554658.8,18
2091,9569667,12121428,42638724,22044277
2092,7072237.5,5387443.5,2145941.5,168180
2093,21315948,12412007,57115760,25303038
2094,563260.8,584862.1,1664617.9,2802459
2095,313575.7,229175.9,100574.18,10068
2096,1660341.2,9262111,681413.4,127251
2097,10886315,26153248,621708160,655011224
2098,734158.75,271096.72,1219662,182857
2099,10348198,13078213,24681250,59754601
2100,7639449.5,8956369,11185793,19255873
2101,13942472,7902692,1445822.5,1332231
2102,15068648,9906129,66498990,157100845
2103,9857713,14396902,92868310,107217396
2104,11968919,7288179.5,1104292.9,45703
2105,9695672,8756862,1318363.1,426224
2106,9208616,7576095,14576874,1103757
2107,5859391.5,4903868.5,4641814.5,908847
2108,11289603,13458205,102568110,161451538
2109,7830827.5,8238205,5164363.5,502758
2110,5900193,4141726.5,4096372,12000000
